fc1fb77c3cb263d38676a1d3c8d9f503b0156dabce7f2b67208b2fd92d7ecfbc,2bdb65d2196896a867737587d892bc3ad774a0db54129df9b927c700e6060203,5aa3fac5e7a15ec021d12dbe697ebe72a93c69338f0a25faa053f1d9cad60501,1c9090c89bbb8368a4f25d64a5e5b1054ddf61c802c1411dd1ff57e67606898c,0dc6eaad2ce0d070a31e667060ef0a403e861e63845c12112c213d06e2c168b8,17c72694f44ca3a0c88ed7c083fc54a84cfeb52de3a02096598ec8f47693f3b4,f8d87c6a942f4f71d612b3b1bb8a831a6ce3eb9155845ec0011996151536cdb6,9ba09e679877d1f403a3be2bdfc01310dd77ce10e2e9744b1741a091831d86cd,491a6359acd032581b1e0ae90e07dbcc2e372838bffa80f745e4b24b7d9d81c6,ff5694dd2d221ee23076e9cd83991f6be90ea5367eaba70696284eb597a425c4,9e3694aaab0c4cabea82e9ece6855e68000514ab13ba7b10f154a6db9438ff2d
"","919","330","117411","9.92647058823529","2","","19190016","","","-15"
"","919","0","3.5","","93","","19190017","","",""
"","919","vo_fpc_21900","vo_fpc","0","21","","19190018","","",""
"0.5","919","小望跑去哪裡了啊？\n我想到新服裝的點子了說……","117411","1","11","0","19190019","0","0","10"
"","919","","0","","91","","19190020","","",""
"","919","0","0.5","","93","","19190021","","",""
"","919","","19190016","","91","","19190022","","",""
"","919","19_nozomi_float","117211","","3","","19190023","0.1","","1"
"","919","19_tsumugi_notice_in","117411","19_tsumugi_notice_loop","3","0.1","19190024","0.1","1","0"
"","919","0","0.2","","93","","19190025","","",""
"","919","vo_fpc_21901","vo_fpc","0","21","","19190026","","",""
"0.5","919","哎呀？那是……上游有什麼\n發光的東西……","117411","1","11","0","19190027","0","0","9"
"","919","","0","","91","","19190028","","",""
"","919","0","0.5","","93","","19190029","","",""
"","919","150","117211","7.35294117647059","2","","19190030","","12","-180"
"","919","180","61","7.35294117647059","33","","19190031","","12","-180"
"","919","150","1211","7.35294117647059","33","","19190032","","12","-180"
"","919","-150","110011","7.35294117647059","2","","19190033","","12","-180"
"","919","-150","62","7.35294117647059","33","","19190034","","12","-180"
"","919","-180","1212","7.35294117647059","33","","19190035","","12","-180"
"","919","0","2","","93","","19190036","","",""
"","919","19_tsumugi_dazzled_in","117411","19_tsumugi_dazzled_loop","3","0.1","19190037","0.1","1","0"
"","919","","19190030","","91","","19190038","","",""
"","919","vo_fpc_21902","vo_fpc","0","21","","19190039","","",""
"0.5","919","墨丘利度假村‧紫藤\n有各種區域，\n真的好好玩呢！","117211","1","11","0","19190040","-30","0","6"
"","919","","0","","91","","19190041","","",""
"","919","0","0.5","","93","","19190042","","",""
"","919","vo_fpc_21903","vo_fpc","0","21","","19190043","","",""
"0.5","919","對吧──♪這裡超好拍的吧？\n來拍照吧拍照～！","110011","1","11","0","19190044","0","0","10"
"","919","","0","","91","","19190045","","",""
"","919","0","0.5","","93","","19190046","","",""
"","919","vo_fpc_21904","vo_fpc","0","21","","19190047","","",""
"0.5","919","咦，妳們兩個在做什麼啊！？\n話說不會太耀眼了嗎？","117411","1","11","0","19190048","0","0","8"
"","919","","0","","91","","19190049","","",""
"","919","0","0.5","","93","","19190050","","",""
"","919","150","61","0","33","","19190051","","","-180"
"","919","120","1211","0","33","","19190052","","","-180"
"","919","1","117211","","4","","19190053","","",""
"","919","19_nozomi_notice_float","117211","19_nozomi_float","3","0.1","19190054","","1","0"
"","919","vo_fpc_21905","vo_fpc","0","21","","19190055","","",""
"0.5","919","啊，紡希！\n都是因為鈴奈的魅力氣場\n很厲害的關係啦！","117211","1","11","0","19190056","-30","0","8"
"","919","","0","","91","","19190057","","",""
"","919","0","0.5","","93","","19190058","","",""
"","919","vo_fpc_21906","vo_fpc","0","21","","19190059","","",""
"0.5","919","咦～望望的偶像氣場\n也還是一樣閃閃發光的，\n簡直讚到不行啊！","110011","1","11","0","19190060","0","0","7"
"","919","","0","","91","","19190061","","",""
"","919","0","0.5","","93","","19190062","","",""
"","919","180","61","0","33","","19190063","","","-180"
"","919","150","1211","0","33","","19190064","","","-180"
"","919","0","117211","","4","","19190065","","",""
"","919","19_nozomi_notice_float","117211","19_nozomi_float","3","0.1","19190066","","1","0"
"","919","vo_fpc_21907","vo_fpc","0","21","","19190067","","",""
"0.5","919","我也不能輸呢♪\n必須要更加更加閃耀才行！","117211","1","11","0","19190068","-30","0","8"
"","919","","0","","91","","19190069","","",""
"","919","0","0.5","","93","","19190070","","",""
"","919","19_nozomi_pose_in","117211","19_nozomi_pose_loop","3","0.1","19190071","0.1","1","0"
"","919","1","1221","","32","","19190072","","",""
"","919","0","1211","","32","","19190073","","",""
"","919","0","1.5","","93","","19190074","","",""
"","919","vo_fpc_21908","vo_fpc","0","21","","19190075","","",""
"0.5","919","人家也要繼續嗨囉──！\n嗯～哈──！！","110011","1","11","0","19190076","0","0","9"
"","919","","0","","91","","19190077","","",""
"","919","0","0.5","","93","","19190078","","",""
"","919","19_suzuna_pose_in","110011","19_suzuna_pose_loop","3","0.1","19190079","0.1","1","0"
"","919","1","1222","","32","","19190080","","",""
"","919","0","1212","","32","","19190081","","",""
"","919","0","1.5","","93","","19190082","","",""
"","919","1150","117211","7.35294117647059","2","","19190083","","","-180"
"","919","1180","61","7.35294117647059","33","","19190084","","","-180"
"","919","1150","1221","7.35294117647059","33","","19190085","","","-180"
"","919","850","110011","7.35294117647059","2","","19190086","","","-180"
"","919","850","62","7.35294117647059","33","","19190087","","","-180"
"","919","820","1222","7.35294117647059","33","","19190088","","","-180"
"","919","vo_fpc_21909","vo_fpc","0","21","","19190089","","",""
"0.5","919","啊啊！又變得更耀眼了！？\n小、小望！等等我啊──！","117411","1","11","0","19190090","0","0","7"
"","919","","0","","91","","19190091","","",""
"","919","0","0.5","","93","","19190092","","",""
"","919","","19190083","","91","","19190093","","",""
"","919","19_tsumugi_run_in","117411","19_tsumugi_run_loop","3","0.1","19190094","0.1","1","0"
"","919","0","0.3","","93","","19190095","","",""
"","919","750","117411","1.46188652975983","2","","19190096","","","-15"
"","919","","19190096","","91","","19190097","","",""
"20_kasumi_walk","920","115711","1","-750","1","0","19200001","1.4875","-15","22"
"20_kasumi_walk","920","3","3","-750","5","0","19200002","1.4875","-15","23"
"","920","se_fpc_water_random","se_10053800","","23","","19200003","","","1"
"","920","","19200002","","91","","19200004","","",""
"","920","0","115711","4.41176470588235","2","","19200005","","0","-15"
"","920","0","3","4.41176470588235","2","","19200006","","0","-15"
"","920","","0","","91","","19200007","","",""
"","920","20_kasumi_talk","115711","","3","","19200008","0.3","","1"
"","920","20_kasumi_talk","3","","3","","19200009","0.3","","1"
"","920","vo_fpc_22000","vo_fpc","0","21","","19200010","","","0"
"0.5","920","名偵探霞的墨丘利度假村事件簿\n「布丁消失事件」","115711","1","11","0","19200011","0","0","8"
"","920","","0","","91","","19200012","","",""
"","920","0","0.5","","93","","19200013","","",""
"","920","20_kasumi_cool_in","115711","20_kasumi_cool_surprise","3","0","19200014","0.2","1","0"
"","920","20_kasumi_cool_in","3","20_kasumi_cool_loop","3","0","19200015","0.2","1","0"
"","920","vo_fpc_22001","vo_fpc","0","21","","19200016","","","0"
"0.5","920","預定要在美食街提供的布丁，\n在負責人移開視線的空檔全部消失……","115711","1","11","0","19200017","0","0","8"
"","920","","0","","91","","19200018","","",""
"","920","0","0.5","","93","","19200019","","",""
"","920","vo_fpc_22002","vo_fpc","0","21","","19200020","","","0"
"0.5","920","這起犯行發生在大庭廣眾下的美食街中。\n也沒有移動系魔法或魔導具的痕跡。","115711","1","11","0","19200021","0","0","10"
"","920","","0","","91","","19200022","","",""
"","920","0","0.5","","93","","19200023","","",""
"","920","20_kasumi_cool_anger_in","115711","20_kasumi_cool_anger","3","0","19200024","0.2","1","0"
"","920","20_kasumi_cool_anger_in","3","20_kasumi_cool_loop","3","0","19200025","0.2","1","0"
"","920","vo_fpc_22003","vo_fpc","0","21","","19200026","","","0"
"0.5","920","由於相關人士的不在場證明也很完美，\n犯人恐怕是外部的人。","115711","1","11","0","19200027","0","0","9"
"","920","","0","","91","","19200028","","",""
"","920","0","0.5","","93","","19200029","","",""
"","920","20_kasumi_approach_in","115711","20_kasumi_approach_loop","3","0","19200030","0.1","1","0"
"","920","20_kasumi_approach_in","3","20_kasumi_approach_loop","3","0","19200031","0.1","1","0"
"","920","vo_fpc_22004","vo_fpc","0","21","","19200032","","","0"
"0.5","920","從以上的情報中能夠進行\n犯罪側寫的犯人是……","115711","1","11","0","19200033","0","0","9"
"","920","","0","","91","","19200034","","",""
"","920","0","0.5","","93","","19200035","","",""
"","920","20_kasumi_doya_in","115711","20_kasumi_doya_loop","3","0","19200036","0.1","1","0"
"","920","20_kasumi_doya_in","3","20_kasumi_doya_loop","3","0","19200037","0.1","1","0"
"","920","vo_fpc_22005","vo_fpc","0","21","","19200038","","","0"
"0.5","920","最愛吃布丁、能夠穿牆，\n並且擁有把大家引頸期盼的布丁……","115711","1","11","0","19200039","0","0","8"
"","920","","0","","91","","19200040","","",""
"","920","0","0.5","","93","","19200041","","",""
"","920","vo_fpc_22006","vo_fpc","0","21","","19200042","","","0"
"0.5","920","一個人吃光也不會心痛，\n以自我為中心的精神結構……","115711","1","11","0","19200043","0","0","8"
"","920","","0","","91","","19200044","","",""
"","920","0","0.5","","93","","19200045","","",""
"","920","20_kasumi_thinking","115711","","3","","19200046","0.2","","1"
"","920","20_kasumi_thinking","3","","3","","19200047","0.2","","1"
"","920","vo_fpc_22007","vo_fpc","0","21","","19200048","","","0"
"0.5","920","究竟那樣的人物\n是真實存在的嗎……","115711","1","11","0","19200049","0","0","7"
"","920","","0","","91","","19200050","","",""
"","920","0","0.5","","93","","19200051","","",""
"","920","20_kasumi_walk","115711","","3","","19200052","0.2","","1"
"","920","20_kasumi_walk","3","","3","","19200053","0.2","","1"
"","920","750","115711","4.41176470588235","2","","19200054","","0","-15"
"","920","750","3","4.41176470588235","2","","19200055","","0","-15"
"","920","","0","","91","","19200056","","",""
"20_kasumi_walk","921","115711","1","-750","1","0","19210001","1.4875","-15","22"
"20_kasumi_walk","921","3","3","-750","5","0","19210002","1.4875","-15","23"
"","921","se_fpc_water_random","se_10053800","","23","","19210003","","","1"
"","921","","19210002","","91","","19210004","","",""
"","921","0","115711","4.41176470588235","2","","19210005","","0","-15"
"","921","0","3","4.41176470588235","2","","19210006","","0","-15"
"","921","","0","","91","","19210007","","",""
"","921","20_kasumi_talk","115711","","3","","19210008","0.3","","1"
"","921","20_kasumi_talk","3","","3","","19210009","0.3","","1"
"","921","vo_fpc_22100","vo_fpc","0","21","","19210010","","","0"
"0.5","921","名偵探霞的墨丘利度假村事件簿\n「美食街‧所有料理消失事件」","115711","1","11","0","19210011","0","0","8"
"","921","","0","","91","","19210012","","",""
"","921","0","0.5","","93","","19210013","","",""
"","921","20_kasumi_cool_in","115711","20_kasumi_cool_surprise","3","0","19210014","0.2","1","0"
"","921","20_kasumi_cool_in","3","20_kasumi_cool_loop","3","0","19210015","0.2","1","0"
"","921","vo_fpc_22101","vo_fpc","0","21","","19210016","","","0"
"0.5","921","預定要在美食街提供的大量料理，\n不知何時全部消失……","115711","1","11","0","19210017","0","0","8"
"","921","","0","","91","","19210018","","",""
"","921","0","0.5","","93","","19210019","","",""
"","921","20_kasumi_cool_anger_in","115711","20_kasumi_cool_anger","3","0","19210020","0.2","1","0"
"","921","20_kasumi_cool_anger_in","3","20_kasumi_cool_loop","3","0","19210021","0.2","1","0"
"","921","vo_fpc_22102","vo_fpc","0","21","","19210022","","","0"
"0.5","921","這次事件的不可思議之處，\n在於目擊者們全都閉口不談。","115711","1","11","0","19210023","0","0","7"
"","921","","0","","91","","19210024","","",""
"","921","0","0.5","","93","","19210025","","",""
"","921","vo_fpc_22103","vo_fpc","0","21","","19210026","","","0"
"0.5","921","就算說到「尤絲」、「公主」等等，\n大家也都別開視線並離去……","115711","1","11","0","19210027","0","0","9"
"","921","","0","","91","","19210028","","",""
"","921","0","0.5","","93","","19210029","","",""
"","921","20_kasumi_approach_in","115711","20_kasumi_approach_loop","3","0","19210030","0.1","1","0"
"","921","20_kasumi_approach_in","3","20_kasumi_approach_loop","3","0","19210031","0.1","1","0"
"","921","vo_fpc_22104","vo_fpc","0","21","","19210032","","","0"
"0.5","921","彷彿存在著某種擁有巨大力量的\n黑暗掌權者集團一樣。","115711","1","11","0","19210033","0","0","8"
"","921","","0","","91","","19210034","","",""
"","921","0","0.5","","93","","19210035","","",""
"","921","20_kasumi_arm_crossed_in","115711","20_kasumi_arm_crossed_loop","3","0","19210036","0.2","1","0"
"","921","20_kasumi_arm_crossed_in","3","20_kasumi_arm_crossed_loop","3","0","19210037","0.2","1","0"
"","921","vo_fpc_22105","vo_fpc","0","21","","19210038","","","0"
"0.5","921","不，那種陰謀論很荒唐吧。\n偵探要追求的只有真實。","115711","1","11","0","19210039","0","0","8"
"","921","","0","","91","","19210040","","",""
"","921","0","0.5","","93","","19210041","","",""
"","921","20_kasumi_doya_loop","115711","","3","","19210042","0.2","","1"
"","921","20_kasumi_doya_loop","3","","3","","19210043","0.2","","1"
"","921","vo_fpc_22106","vo_fpc","0","21","","19210044","","","0"
"0.5","921","有意思的是，\n費用似乎都有如數付清。","115711","1","11","0","19210045","0","0","6"
"","921","","0","","91","","19210046","","",""
"","921","0","0.5","","93","","19210047","","",""
"","921","20_kasumi_thinking_ExBlink","115711","","3","","19210048","0.2","","1"
"","921","20_kasumi_thinking_ExBlink","3","","3","","19210049","0.2","","1"
"","921","vo_fpc_22107","vo_fpc","0","21","","19210050","","","0"
"0.5","921","還真是個規矩的犯人呢。不過，\n尤絲、公主……究竟是什麼人？","115711","1","11","0","19210051","0","0","8"
"","921","","0","","91","","19210052","","",""
"","921","0","0.5","","93","","19210053","","",""
"","921","20_kasumi_thinking","115711","","3","","19210054","0.2","","1"
"","921","20_kasumi_thinking","3","","3","","19210055","0.2","","1"
"","921","vo_fpc_22108","vo_fpc","0","21","","19210056","","","0"
"0.5","921","究竟那樣的人物\n是真實存在的嗎……","115711","1","11","0","19210057","0","0","7"
"","921","","0","","91","","19210058","","",""
"","921","0","0.5","","93","","19210059","","",""
"","921","20_kasumi_walk","115711","","3","","19210060","0.2","","1"
"","921","20_kasumi_walk","3","","3","","19210061","0.2","","1"
"","921","750","115711","4.41176470588235","2","","19210062","","0","-15"
"","921","750","3","4.41176470588235","2","","19210063","","0","-15"
"","921","","0","","91","","19210064","","",""
"20_kasumi_walk","922","115711","1","-750","1","0","19220001","1.4875","-15","22"
"20_kasumi_walk","922","3","3","-750","5","0","19220002","1.4875","-15","23"
"","922","se_fpc_water_random","se_10053800","","23","","19220003","","","1"
